OmicsProcessing	OmicsProcessing_gold_sequencing_project_identifierss	OmicsProcessing_has_input_rdf_types	OmicsProcessing_has_inputs	OmicsProcessing_has_output_rdf_types	OmicsProcessing_has_outputs	OmicsProcessing_instrument_name	OmicsProcessing_ncbi_project_name	OmicsProcessing_omics_type_rdf_types	OmicsProcessing_omics_type_terms	OmicsProcessing_omics_type_has_raw_values	OmicsProcessing_part_of_rdf_types	OmicsProcessing_part_ofs	OmicsProcessing_processing_institution	OmicsProcessing_type	OmicsProcessing_name
nmdc:omprc-11-rb0cx748		nmdc:ProcessedSample	nmdc:procsm-11-182j7n06	nmdc:DataObject	nmdc:dobj-11-1qzceg65|nmdc:dobj-11-jdw1fz80	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WOOD_043-M-20170711-COMP-DNA1
nmdc:omprc-11-re14ft12		nmdc:ProcessedSample	nmdc:procsm-11-empwnx94	nmdc:DataObject	nmdc:dobj-11-23vry566|nmdc:dobj-11-30d3br77	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_003-O-20200806-COMP-DNA1
nmdc:omprc-11-rejajm76		nmdc:ProcessedSample	nmdc:procsm-11-hzv60s53	nmdc:DataObject	nmdc:dobj-11-9rz79m15|nmdc:dobj-11-ayx9cv45	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CPER_047-M-20160718-COMP-DNA1
nmdc:omprc-11-reytc320		nmdc:ProcessedSample	nmdc:procsm-11-p4t62z14	nmdc:DataObject	nmdc:dobj-11-ncfp8x85|nmdc:dobj-11-treadk78	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TALL_003-M-20170612-COMP-DNA1
nmdc:omprc-11-rma0fr74		nmdc:ProcessedSample	nmdc:procsm-11-qgkpvg08	nmdc:DataObject	nmdc:dobj-11-eqer0031|nmdc:dobj-11-mg16tv24	Illumina HiSeq	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	ANL	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WOOD_002-M-20140925-COMP-DNA1
nmdc:omprc-11-rnk86y92		nmdc:ProcessedSample	nmdc:procsm-11-qdwa3n28	nmdc:DataObject	nmdc:dobj-11-aj1ef351|nmdc:dobj-11-akga6q64	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - STER_027-M-20160817-COMP-DNA1
nmdc:omprc-11-rqf3s856		nmdc:ProcessedSample	nmdc:procsm-11-b6bry478	nmdc:DataObject	nmdc:dobj-11-908k8f88|nmdc:dobj-11-yptq8s15	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_002-O-20170619-COMP-DNA1
nmdc:omprc-11-rw3cph61		nmdc:ProcessedSample	nmdc:procsm-11-ew3v9k74	nmdc:DataObject	nmdc:dobj-11-4yr5xw13|nmdc:dobj-11-bad0te88	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ONAQ_008-M-20200711-COMP-DNA1
nmdc:omprc-11-rx2p4v67		nmdc:ProcessedSample	nmdc:procsm-11-zgvv3h39	nmdc:DataObject	nmdc:dobj-11-951qhg45|nmdc:dobj-11-ty177c60	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_027-M-20170624-COMP-DNA1
nmdc:omprc-11-rx8smh48		nmdc:ProcessedSample	nmdc:procsm-11-j1mfkm58	nmdc:DataObject	nmdc:dobj-11-gcakdf27|nmdc:dobj-11-gvgb7155	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WOOD_045-O-20170711-COMP-DNA1
nmdc:omprc-11-rxkjxc54		nmdc:ProcessedSample	nmdc:procsm-11-wmer2947	nmdc:DataObject	nmdc:dobj-11-17f2hb60|nmdc:dobj-11-swkdj331|nmdc:dobj-11-xz2frk75|nmdc:dobj-11-zmh1s802	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TOOL_044-M-20170719-COMP-DNA2
nmdc:omprc-11-rxz2rb91		nmdc:ProcessedSample	nmdc:procsm-11-pch1dj50	nmdc:DataObject	nmdc:dobj-11-np7jcj61|nmdc:dobj-11-zje0y067	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - PUUM_014-O-20190107-COMP-DNA1
nmdc:omprc-11-rz5py106		nmdc:ProcessedSample	nmdc:procsm-11-5yqskd58	nmdc:DataObject	nmdc:dobj-11-j65rmx02|nmdc:dobj-11-s1a9zy29	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_001-M-20200601-COMP-DNA1
nmdc:omprc-11-rzaddj17		nmdc:ProcessedSample	nmdc:procsm-11-33wckf89	nmdc:DataObject	nmdc:dobj-11-81m6k643|nmdc:dobj-11-yryney25	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_021-M-20170619-COMP-DNA1
nmdc:omprc-11-s054dj23		nmdc:ProcessedSample	nmdc:procsm-11-6428kf12	nmdc:DataObject	nmdc:dobj-11-1vcbzw80|nmdc:dobj-11-m3txds09	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TALL_044-M-20160822-COMP-DNA1
nmdc:omprc-11-s0sgnc58		nmdc:ProcessedSample	nmdc:procsm-11-qqnbyp11	nmdc:DataObject	nmdc:dobj-11-c283j777|nmdc:dobj-11-rn4scb83	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_003-M-20200603-COMP-DNA1
nmdc:omprc-11-s18e0a13		nmdc:ProcessedSample	nmdc:procsm-11-7zfkaj83	nmdc:DataObject	nmdc:dobj-11-awst5095|nmdc:dobj-11-z27jes74	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SCBI_012-M-20170719-COMP-DNA1
nmdc:omprc-11-s1bh2q40		nmdc:ProcessedSample	nmdc:procsm-11-qn5xry20	nmdc:DataObject	nmdc:dobj-11-krbhpd28|nmdc:dobj-11-w3mae074	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UKFS_032-M-20170802-COMP-DNA1
nmdc:omprc-11-s2ewfq64		nmdc:ProcessedSample	nmdc:procsm-11-kbfa1854	nmdc:DataObject	nmdc:dobj-11-bv0k7002|nmdc:dobj-11-kxd4nw69	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_044-O-20160815-COMP-DNA1
nmdc:omprc-11-s5cgm853		nmdc:ProcessedSample	nmdc:procsm-11-7p4nwm18	nmdc:DataObject	nmdc:dobj-11-327kex23|nmdc:dobj-11-zq1q2x90	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ONAQ_008-M-20170627-COMP-DNA1
nmdc:omprc-11-s6xasf66		nmdc:ProcessedSample	nmdc:procsm-11-ezpsv669	nmdc:DataObject	nmdc:dobj-11-18za7y28|nmdc:dobj-11-zn45rm52	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OSBS_022-O-20170711-COMP-DNA1
nmdc:omprc-11-s930h168		nmdc:ProcessedSample	nmdc:procsm-11-s48v2e74	nmdc:DataObject	nmdc:dobj-11-7ygchm29|nmdc:dobj-11-c0d08j50	Illumina HiSeq	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	ANL	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TALL_002-M-20140708-COMP-DNA1
nmdc:omprc-11-s9svxc62		nmdc:ProcessedSample	nmdc:procsm-11-kvpq2s25	nmdc:DataObject	nmdc:dobj-11-25hz9y06|nmdc:dobj-11-axshg867	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CPER_047-M-20180702-COMP-DNA1
nmdc:omprc-11-sagk9p28		nmdc:ProcessedSample	nmdc:procsm-11-pfn72v75	nmdc:DataObject	nmdc:dobj-11-5qjqm084|nmdc:dobj-11-davrgr32	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_001-O-20170619-COMP-DNA1
nmdc:omprc-11-sc3k6x42		nmdc:ProcessedSample	nmdc:procsm-11-f2w19735	nmdc:DataObject	nmdc:dobj-11-fpqgnn49|nmdc:dobj-11-m32mwt86	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - YELL_051-M-20200709-COMP-DNA1
nmdc:omprc-11-sd6ez526		nmdc:ProcessedSample	nmdc:procsm-11-5kw8pz28	nmdc:DataObject	nmdc:dobj-11-387yp750|nmdc:dobj-11-e6wk7m07	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - DCFS_067-M-20190724-COMP-DNA1
nmdc:omprc-11-sdz1b567		nmdc:ProcessedSample	nmdc:procsm-11-1dse6z29	nmdc:DataObject	nmdc:dobj-11-rn96jb42|nmdc:dobj-11-z6ky9d95	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - YELL_009-M-20180712-COMP-DNA1
nmdc:omprc-11-se8w1m04		nmdc:ProcessedSample	nmdc:procsm-11-dwp1ck71	nmdc:DataObject	nmdc:dobj-11-tsgk7d80|nmdc:dobj-11-yy3hf071	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UKFS_031-M-20170802-COMP-DNA1
nmdc:omprc-11-sf07jw39		nmdc:ProcessedSample	nmdc:procsm-11-rhncbk50	nmdc:DataObject	nmdc:dobj-11-6d3nsg32|nmdc:dobj-11-b9316978	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WREF_008-M-20200716-COMP-DNA1
nmdc:omprc-11-sf6ad344		nmdc:ProcessedSample	nmdc:procsm-11-wfqy2z70	nmdc:DataObject	nmdc:dobj-11-0wstz158|nmdc:dobj-11-4wx72d13	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UKFS_003-M-20180814-COMP-DNA1
nmdc:omprc-11-sff9fv40		nmdc:ProcessedSample	nmdc:procsm-11-rkfk0w70	nmdc:DataObject	nmdc:dobj-11-02j9nr10|nmdc:dobj-11-h4g03704	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_046-M-20170621-COMP-DNA1
nmdc:omprc-11-sjxfmc14		nmdc:ProcessedSample	nmdc:procsm-11-vy62yk81	nmdc:DataObject	nmdc:dobj-11-d400p029|nmdc:dobj-11-dc2qxh06	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SJER_046-M-20180222-COMP-DNA1
nmdc:omprc-11-smctj416		nmdc:ProcessedSample	nmdc:procsm-11-d8zqfc93	nmdc:DataObject	nmdc:dobj-11-8d28ha69|nmdc:dobj-11-c92ny624|nmdc:dobj-11-pmfy1k32|nmdc:dobj-11-wc2a6p30	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - STER_016-M-20170606-COMP-DNA1
nmdc:omprc-11-smy13t10		nmdc:ProcessedSample	nmdc:procsm-11-tmkhff76	nmdc:DataObject	nmdc:dobj-11-a294b941|nmdc:dobj-11-eznvwb65	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UKFS_005-M-20170731-COMP-DNA1
nmdc:omprc-11-sn51r293		nmdc:ProcessedSample	nmdc:procsm-11-q2qvqw14	nmdc:DataObject	nmdc:dobj-11-mv7w4a10|nmdc:dobj-11-x7x2se13	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_001-O-20160727-COMP-DNA1
nmdc:omprc-11-sq3nft23		nmdc:ProcessedSample	nmdc:procsm-11-qd4ynj78	nmdc:DataObject	nmdc:dobj-11-3jp47p79|nmdc:dobj-11-v48brd84	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_003-O-20190715-COMP-DNA1
nmdc:omprc-11-sqa6r396		nmdc:ProcessedSample	nmdc:procsm-11-cfh9nb27	nmdc:DataObject	nmdc:dobj-11-29b72t11|nmdc:dobj-11-am68bx11|nmdc:dobj-11-gj7epf91|nmdc:dobj-11-qstdzc49	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - RMNP_005-O-20170808-COMP-DNA1
nmdc:omprc-11-sqp94w66		nmdc:ProcessedSample	nmdc:procsm-11-cttf5p70	nmdc:DataObject	nmdc:dobj-11-a7cdhw59|nmdc:dobj-11-f8b1jj52	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SJER_046-M-20170316-COMP-DNA1
nmdc:omprc-11-sqxstg44		nmdc:ProcessedSample	nmdc:procsm-11-jd18rc76	nmdc:DataObject	nmdc:dobj-11-qhyn5d54|nmdc:dobj-11-vhdyds02	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CPER_004-M-20210630-COMP-DNA1
nmdc:omprc-11-sr1vaf20		nmdc:ProcessedSample	nmdc:procsm-11-t397mj03	nmdc:DataObject	nmdc:dobj-11-4t1ve198|nmdc:dobj-11-7rd90g68|nmdc:dobj-11-98gy3g41|nmdc:dobj-11-vzbdpb22	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - STER_026-M-20170605-COMP-DNA1
nmdc:omprc-11-ssv6ff60		nmdc:ProcessedSample	nmdc:procsm-11-snvxf040	nmdc:DataObject	nmdc:dobj-11-248q5e05|nmdc:dobj-11-2ryjct62	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - UNDE_037-O-20160810-COMP-DNA1
nmdc:omprc-11-st36v161		nmdc:ProcessedSample	nmdc:procsm-11-tbx42491	nmdc:DataObject	nmdc:dobj-11-7av0ed35|nmdc:dobj-11-92367j35	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SERC_007-M-20170710-COMP-DNA1
nmdc:omprc-11-st5db283		nmdc:ProcessedSample	nmdc:procsm-11-t5n78g27	nmdc:DataObject	nmdc:dobj-11-fmdxg795|nmdc:dobj-11-y8ak8m66	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TALL_004-M-20200707-COMP-DNA1
nmdc:omprc-11-sthapv86		nmdc:ProcessedSample	nmdc:procsm-11-r09epb98	nmdc:DataObject	nmdc:dobj-11-e5azw003|nmdc:dobj-11-tjabmn03	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WREF_072-M-20180628-COMP-DNA1
nmdc:omprc-11-sv6r7t07		nmdc:ProcessedSample	nmdc:procsm-11-vyg4vn94	nmdc:DataObject	nmdc:dobj-11-p2bt9f32|nmdc:dobj-11-szdx0k02	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WOOD_044-M-20190716-COMP-DNA1
nmdc:omprc-11-swmgwd64		nmdc:ProcessedSample	nmdc:procsm-11-m35tfq48	nmdc:DataObject	nmdc:dobj-11-63k7w582|nmdc:dobj-11-70ck4624	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TALL_054-M-20200707-COMP-DNA1
nmdc:omprc-11-swye0n03		nmdc:ProcessedSample	nmdc:procsm-11-r1x57g66	nmdc:DataObject	nmdc:dobj-11-7h7sm935|nmdc:dobj-11-bfr3km81	Illumina HiSeq	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	ANL	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TALL_006-O-20140707-COMP-DNA1
nmdc:omprc-11-sz2d4412		nmdc:ProcessedSample	nmdc:procsm-11-xbva4x23	nmdc:DataObject	nmdc:dobj-11-b902pr16|nmdc:dobj-11-v0zk7c88	Illumina HiSeq	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	ANL	nmdc:OmicsProcessing	Terrestrial soil microbial communities - STER_016-M-20130627-COMP-DNA1
nmdc:omprc-11-szamxs48		nmdc:ProcessedSample	nmdc:procsm-11-fv04z637	nmdc:DataObject	nmdc:dobj-11-61nqkf20|nmdc:dobj-11-9smajr78|nmdc:dobj-11-qcszcf98|nmdc:dobj-11-svxjs183	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - STER_012-M-20170606-COMP-DNA1
nmdc:omprc-11-szhw9446		nmdc:ProcessedSample	nmdc:procsm-11-e91g4b72	nmdc:DataObject	nmdc:dobj-11-p7h74v05|nmdc:dobj-11-q12amx94	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - JORN_045-M-20170808-COMP-DNA1
nmdc:omprc-11-t05yqz56		nmdc:ProcessedSample	nmdc:procsm-11-9krrm730	nmdc:DataObject	nmdc:dobj-11-k8y0js79|nmdc:dobj-11-znse7c26	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - OSBS_029-M-20200708-COMP-DNA1
nmdc:omprc-11-t066ny22		nmdc:ProcessedSample	nmdc:procsm-11-06keka95	nmdc:DataObject	nmdc:dobj-11-7nkht097|nmdc:dobj-11-kdwxpa82	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - ORNL_004-O-20180717-COMP-DNA1
nmdc:omprc-11-t0jqr240		nmdc:ProcessedSample	nmdc:procsm-11-dm84z795	nmdc:DataObject	nmdc:dobj-11-4pa6hy94|nmdc:dobj-11-h2bvr676	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WOOD_045-M-20180723-COMP-DNA1
nmdc:omprc-11-t1072559		nmdc:ProcessedSample	nmdc:procsm-11-ezz21m42	nmdc:DataObject	nmdc:dobj-11-44nfpa07|nmdc:dobj-11-8rw8je03	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SRER_003-M-20190806-COMP-DNA1
nmdc:omprc-11-t1jtz034		nmdc:ProcessedSample	nmdc:procsm-11-j0s6hb83	nmdc:DataObject	nmdc:dobj-11-m0tv8t88|nmdc:dobj-11-pdd9dd87|nmdc:dobj-11-vkd2yc96|nmdc:dobj-11-zta94p97	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - RMNP_041-M-20170807-COMP-DNA1
nmdc:omprc-11-t3ez3690		nmdc:ProcessedSample	nmdc:procsm-11-fwjf3y79	nmdc:DataObject	nmdc:dobj-11-d6dbhk15|nmdc:dobj-11-wwdby167	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SCBI_006-M-20180717-COMP-DNA1
nmdc:omprc-11-t5n4ng41		nmdc:ProcessedSample	nmdc:procsm-11-5edtk265	nmdc:DataObject	nmdc:dobj-11-m721rr87|nmdc:dobj-11-r1jjwn88	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WREF_073-O-20200714-COMP-DNA1
nmdc:omprc-11-t75hws22		nmdc:ProcessedSample	nmdc:procsm-11-214w2z46	nmdc:DataObject	nmdc:dobj-11-6wgge341|nmdc:dobj-11-d8tc0k17	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - JERC_047-M-20160727-COMP-DNA1
nmdc:omprc-11-t88s9v09		nmdc:ProcessedSample	nmdc:procsm-11-kxyfzn12	nmdc:DataObject	nmdc:dobj-11-bkd9hy60|nmdc:dobj-11-xzwcee30	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - TREE_046-M-20170710-COMP-DNA1
nmdc:omprc-11-td3nq392		nmdc:ProcessedSample	nmdc:procsm-11-yrz97942	nmdc:DataObject	nmdc:dobj-11-9cynv024|nmdc:dobj-11-c50r4j22	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WREF_071-M-20180627-COMP-DNA2
nmdc:omprc-11-tea0sb49		nmdc:ProcessedSample	nmdc:procsm-11-r0dqva28	nmdc:DataObject	nmdc:dobj-11-242pxy13|nmdc:dobj-11-fq64fp78	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SOAP_045-M-20180530-COMP-DNA1
nmdc:omprc-11-th4jtt09		nmdc:ProcessedSample	nmdc:procsm-11-d8pdrq39	nmdc:DataObject	nmdc:dobj-11-k9p07178|nmdc:dobj-11-x65ayw21	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - WREF_008-M-20190620-COMP-DNA1
nmdc:omprc-11-th7v6711		nmdc:ProcessedSample	nmdc:procsm-11-ngwm7252	nmdc:DataObject	nmdc:dobj-11-1xbafk66|nmdc:dobj-11-ffngfn61	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - CPER_006-M-20200624-COMP-DNA1
nmdc:omprc-11-thwz7c95		nmdc:ProcessedSample	nmdc:procsm-11-w40g6x43	nmdc:DataObject	nmdc:dobj-11-45j0rt77|nmdc:dobj-11-fx55x707	Illumina NextSeq550	PRJNA406974	nmdc:ControlledTermValue		metagenome	nmdc:Study	nmdc:sty-11-34xj1150	Battelle	nmdc:OmicsProcessing	Terrestrial soil microbial communities - SRER_047-M-20190806-COMP-DNA1
