dnaSampleID	sequencerRunID	internalLabID	rawDataFileName	rawDataFileDescription	rawDataFilePath	checkSum
TALL_004-M-20170612-COMP-DNA1	HV3N5BGX5	Plate41WellF9	BMI_HV3N5BGX5_Plate41WellF9_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HV3N5BGX5_mms_R1/BMI_HV3N5BGX5_Plate41WellF9_R1.fastq.gz	7607ac258793aacbaec761eb8122a78f
TALL_004-M-20170612-COMP-DNA1	HV3N5BGX5	Plate41WellF9	BMI_HV3N5BGX5_Plate41WellF9_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HV3N5BGX5_mms_R2/BMI_HV3N5BGX5_Plate41WellF9_R2.fastq.gz	dec4ba880bfaa426ac9b1e775961be46
TALL_003-M-20170612-COMP-DNA1	HV3N5BGX5	Plate41WellF8	BMI_HV3N5BGX5_Plate41WellF8_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HV3N5BGX5_mms_R2/BMI_HV3N5BGX5_Plate41WellF8_R2.fastq.gz	00190fe926241d18f1e8f5374a16b211
TALL_003-M-20170612-COMP-DNA1	HV3N5BGX5	Plate41WellF8	BMI_HV3N5BGX5_Plate41WellF8_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HV3N5BGX5_mms_R1/BMI_HV3N5BGX5_Plate41WellF8_R1.fastq.gz	248fe7be83f319636ae85272980162c3
TALL_051-M-20170614-COMP-DNA1	HV3N5BGX5	Plate41WellG3	BMI_HV3N5BGX5_Plate41WellG3_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HV3N5BGX5_mms_R1/BMI_HV3N5BGX5_Plate41WellG3_R1.fastq.gz	cae9bb7d17098c9eb95ffeb534c1b091
TALL_051-M-20170614-COMP-DNA1	HV3N5BGX5	Plate41WellG3	BMI_HV3N5BGX5_Plate41WellG3_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HV3N5BGX5_mms_R2/BMI_HV3N5BGX5_Plate41WellG3_R2.fastq.gz	bb4a6721b3af82c35d74b54e21484c94
TALL_054-M-20170614-COMP-DNA1	HV3N5BGX5	Plate41WellG4	BMI_HV3N5BGX5_Plate41WellG4_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HV3N5BGX5_mms_R2/BMI_HV3N5BGX5_Plate41WellG4_R2.fastq.gz	891db1062b6e50cc0f9a32d896fe93d6
TALL_054-M-20170614-COMP-DNA1	HV3N5BGX5	Plate41WellG4	BMI_HV3N5BGX5_Plate41WellG4_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HV3N5BGX5_mms_R1/BMI_HV3N5BGX5_Plate41WellG4_R1.fastq.gz	e993c74438ff928c18a976f15b206cdd
TALL_044-M-20170614-COMP-DNA1	HV3N5BGX5	Plate41WellG1	BMI_HV3N5BGX5_Plate41WellG1_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HV3N5BGX5_mms_R2/BMI_HV3N5BGX5_Plate41WellG1_R2.fastq.gz	1ad2906a2c1419e19ddef7fc6aa62164
TALL_044-M-20170614-COMP-DNA1	HV3N5BGX5	Plate41WellG1	BMI_HV3N5BGX5_Plate41WellG1_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HV3N5BGX5_mms_R1/BMI_HV3N5BGX5_Plate41WellG1_R1.fastq.gz	e9ba6a13750b9976710d49499fdbbe30
TALL_047-M-20170614-COMP-DNA1	HV3N5BGX5	Plate41WellG2	BMI_HV3N5BGX5_Plate41WellG2_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HV3N5BGX5_mms_R1/BMI_HV3N5BGX5_Plate41WellG2_R1.fastq.gz	5157e40c2a103ace641ee9d67facdc09
TALL_047-M-20170614-COMP-DNA1	HV3N5BGX5	Plate41WellG2	BMI_HV3N5BGX5_Plate41WellG2_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HV3N5BGX5_mms_R2/BMI_HV3N5BGX5_Plate41WellG2_R2.fastq.gz	1ec3fd55672e16dee4bfa322ee5f5161
OSBS_029-M-20160822-COMP-DNA1	HVC57BGX5	Plate42WellB8	BMI_HVC57BGX5_Plate42WellB8_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate42WellB8_R1.fastq.gz	edfd309b1284bd9d4104fb39aa85d880
OSBS_029-M-20160822-COMP-DNA1	HVC57BGX5	Plate42WellB8	BMI_HVC57BGX5_Plate42WellB8_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate42WellB8_R2.fastq.gz	1700f8ebf11e469f4a52650f0e193fd1
OSBS_026-M-20160822-COMP-DNA1	HVC57BGX5	Plate42WellB6	BMI_HVC57BGX5_Plate42WellB6_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate42WellB6_R2.fastq.gz	1df66fda2be709cefe5c8ffedc659951
OSBS_026-M-20160822-COMP-DNA1	HVC57BGX5	Plate42WellB6	BMI_HVC57BGX5_Plate42WellB6_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate42WellB6_R1.fastq.gz	da54fdd2419183414679fb89a34ebc43
OSBS_023-O-20160823-COMP-DNA1	HVC57BGX5	Plate42WellB5	BMI_HVC57BGX5_Plate42WellB5_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate42WellB5_R2.fastq.gz	b0889a14275ae779fef2d9795678c4fd
OSBS_023-O-20160823-COMP-DNA1	HVC57BGX5	Plate42WellB5	BMI_HVC57BGX5_Plate42WellB5_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate42WellB5_R1.fastq.gz	8ab70bababc5e8923817cf053a53df36
OSBS_022-O-20160823-COMP-DNA1	HVC57BGX5	Plate42WellB4	BMI_HVC57BGX5_Plate42WellB4_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate42WellB4_R2.fastq.gz	a1d4d7761bd67d090bc2ec78b0af2525
OSBS_022-O-20160823-COMP-DNA1	HVC57BGX5	Plate42WellB4	BMI_HVC57BGX5_Plate42WellB4_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate42WellB4_R1.fastq.gz	95902285092dcc614ef297e3e804d0d3
OSBS_003-M-20160823-COMP-DNA1	HVC57BGX5	Plate42WellB2	BMI_HVC57BGX5_Plate42WellB2_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate42WellB2_R1.fastq.gz	07d9d8005f3115e97b9b247b349cb747
OSBS_003-M-20160823-COMP-DNA1	HVC57BGX5	Plate42WellB2	BMI_HVC57BGX5_Plate42WellB2_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate42WellB2_R2.fastq.gz	fdce595e2e79278d4d1723562ea76ef2
OSBS_001-O-20160824-COMP-DNA1	HVC57BGX5	Plate42WellA12	BMI_HVC57BGX5_Plate42WellA12_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate42WellA12_R1.fastq.gz	b1fe6fb6799fe3456cf9f571ec73cf4e
OSBS_001-O-20160824-COMP-DNA1	HVC57BGX5	Plate42WellA12	BMI_HVC57BGX5_Plate42WellA12_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate42WellA12_R2.fastq.gz	624f8e820b4f2c83b3d55cd8c57a8437
OSBS_005-O-20160824-COMP-DNA1	HVC57BGX5	Plate42WellB3	BMI_HVC57BGX5_Plate42WellB3_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate42WellB3_R1.fastq.gz	a97b956bfe2a79a5fe678f2dc8691c6f
OSBS_005-O-20160824-COMP-DNA1	HVC57BGX5	Plate42WellB3	BMI_HVC57BGX5_Plate42WellB3_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate42WellB3_R2.fastq.gz	7f76c2a0d603640ce952895a4bf75fd6
OSBS_031-M-20160825-COMP-DNA1	HVC57BGX5	Plate42WellB9	BMI_HVC57BGX5_Plate42WellB9_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate42WellB9_R1.fastq.gz	dfa68ed8f2ba538610e40d3add503ce6
OSBS_031-M-20160825-COMP-DNA1	HVC57BGX5	Plate42WellB9	BMI_HVC57BGX5_Plate42WellB9_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate42WellB9_R2.fastq.gz	b715534a590d4991d0698e111602dd85
OSBS_027-M-20160825-COMP-DNA1	HVC57BGX5	Plate42WellB7	BMI_HVC57BGX5_Plate42WellB7_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate42WellB7_R2.fastq.gz	eba73c172d12a9d0da10cfd563100df6
OSBS_027-M-20160825-COMP-DNA1	HVC57BGX5	Plate42WellB7	BMI_HVC57BGX5_Plate42WellB7_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate42WellB7_R1.fastq.gz	7145dce62020769144b4ebad1a381aad
OSBS_002-M-20160825-COMP-DNA1	HVC57BGX5	Plate42WellB1	BMI_HVC57BGX5_Plate42WellB1_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate42WellB1_R1.fastq.gz	b1d672e7495c0d8dc60985318741b946
OSBS_002-M-20160825-COMP-DNA1	HVC57BGX5	Plate42WellB1	BMI_HVC57BGX5_Plate42WellB1_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate42WellB1_R2.fastq.gz	76f8c0b5d5173ef974273926a0bdc77a
STEI_004-M-20170705-COMP-DNA1	HVC57BGX5	Plate42WellC1	BMI_HVC57BGX5_Plate42WellC1_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate42WellC1_R1.fastq.gz	8a8b132047ba579d544f0ba925b19a65
STEI_004-M-20170705-COMP-DNA1	HVC57BGX5	Plate42WellC1	BMI_HVC57BGX5_Plate42WellC1_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate42WellC1_R2.fastq.gz	4eed89a370cfaeec1e59836b5e53571c
STEI_002-M-20170705-COMP-DNA1	HVC57BGX5	Plate42WellB11	BMI_HVC57BGX5_Plate42WellB11_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate42WellB11_R2.fastq.gz	c7a7899b511c580d3bb97c60448b589a
STEI_002-M-20170705-COMP-DNA1	HVC57BGX5	Plate42WellB11	BMI_HVC57BGX5_Plate42WellB11_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate42WellB11_R1.fastq.gz	160ec5217b113236eb1cf7ae0eff7562
STEI_001-M-20170705-COMP-DNA1	HVC57BGX5	Plate42WellB10	BMI_HVC57BGX5_Plate42WellB10_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate42WellB10_R2.fastq.gz	97bbe2a48bf3d6c96d06920bfd70c272
STEI_001-M-20170705-COMP-DNA1	HVC57BGX5	Plate42WellB10	BMI_HVC57BGX5_Plate42WellB10_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate42WellB10_R1.fastq.gz	145079a95cbc32932ba314a656187990
STEI_003-M-20170705-COMP-DNA1	HVC57BGX5	Plate42WellB12	BMI_HVC57BGX5_Plate42WellB12_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate42WellB12_R2.fastq.gz	659fba127a1a4d37008d3ddaa0c6f83f
STEI_003-M-20170705-COMP-DNA1	HVC57BGX5	Plate42WellB12	BMI_HVC57BGX5_Plate42WellB12_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate42WellB12_R1.fastq.gz	2c02397b62fc716791a210c06897a389
KONA_005-M-20170807-COMP-DNA1	HVC57BGX5	Plate41WellG9	BMI_HVC57BGX5_Plate41WellG9_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate41WellG9_R1.fastq.gz	c1415e84b19a679dc38478eb1f3f296d
KONA_005-M-20170807-COMP-DNA1	HVC57BGX5	Plate41WellG9	BMI_HVC57BGX5_Plate41WellG9_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate41WellG9_R2.fastq.gz	8e69a7181c9d59ac3fdda6f04fc46b73
KONA_004-M-20170808-COMP-DNA1	HVC57BGX5	Plate41WellG8	BMI_HVC57BGX5_Plate41WellG8_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate41WellG8_R2.fastq.gz	e9cb529c929659756826c1d6b2c1d447
KONA_004-M-20170808-COMP-DNA1	HVC57BGX5	Plate41WellG8	BMI_HVC57BGX5_Plate41WellG8_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate41WellG8_R1.fastq.gz	8deb18e68ce9b6389fcdc8d4d8b5d83d
KONA_059-M-20170809-COMP-DNA1	HVC57BGX5	Plate41WellH2	BMI_HVC57BGX5_Plate41WellH2_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate41WellH2_R1.fastq.gz	0b304bea7cd9c554a1a4b7c03b2490f7
KONA_059-M-20170809-COMP-DNA1	HVC57BGX5	Plate41WellH2	BMI_HVC57BGX5_Plate41WellH2_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate41WellH2_R2.fastq.gz	2e495aece0841e1bc3684b1e5e135f04
KONA_057-M-20170809-COMP-DNA1	HVC57BGX5	Plate41WellH1	BMI_HVC57BGX5_Plate41WellH1_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate41WellH1_R1.fastq.gz	cfcbc7cfd54ee2e03d77f6ea053336ae
KONA_057-M-20170809-COMP-DNA1	HVC57BGX5	Plate41WellH1	BMI_HVC57BGX5_Plate41WellH1_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate41WellH1_R2.fastq.gz	77df7b739295e1ffccb8efa8a37d7034
KONA_048-M-20170809-COMP-DNA1	HVC57BGX5	Plate41WellG11	BMI_HVC57BGX5_Plate41WellG11_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate41WellG11_R1.fastq.gz	f81b032ebdec4c4e7ca5c4df37d9dc2d
KONA_048-M-20170809-COMP-DNA1	HVC57BGX5	Plate41WellG11	BMI_HVC57BGX5_Plate41WellG11_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate41WellG11_R2.fastq.gz	f3a708352b0944e0b9441810e9916e48
KONA_054-M-20170809-COMP-DNA1	HVC57BGX5	Plate41WellG12	BMI_HVC57BGX5_Plate41WellG12_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate41WellG12_R2.fastq.gz	fcc4bf9646b46165106fabcb4db62a9b
KONA_054-M-20170809-COMP-DNA1	HVC57BGX5	Plate41WellG12	BMI_HVC57BGX5_Plate41WellG12_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate41WellG12_R1.fastq.gz	86a2bb34565c142d999cc117f32efaa3
KONZ_001-M-20170710-COMP-DNA1	HVC57BGX5	Plate41WellH3	BMI_HVC57BGX5_Plate41WellH3_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate41WellH3_R2.fastq.gz	a9fcb3dd6494f5447888c83d1ff9e23e
KONZ_001-M-20170710-COMP-DNA1	HVC57BGX5	Plate41WellH3	BMI_HVC57BGX5_Plate41WellH3_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate41WellH3_R1.fastq.gz	b3b45668361158076cffd1fa6999d9b9
KONZ_002-M-20170710-COMP-DNA1	HVC57BGX5	Plate41WellH4	BMI_HVC57BGX5_Plate41WellH4_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate41WellH4_R2.fastq.gz	67544e56a382480f8ec96042d049541e
KONZ_002-M-20170710-COMP-DNA1	HVC57BGX5	Plate41WellH4	BMI_HVC57BGX5_Plate41WellH4_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate41WellH4_R1.fastq.gz	89bdef5eaaa2811344774e6eb8c0fc37
KONZ_003-M-20170710-COMP-DNA1	HVC57BGX5	Plate41WellH5	BMI_HVC57BGX5_Plate41WellH5_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate41WellH5_R1.fastq.gz	79dadb6f3207b732eedd5055c9fd388a
KONZ_003-M-20170710-COMP-DNA1	HVC57BGX5	Plate41WellH5	BMI_HVC57BGX5_Plate41WellH5_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate41WellH5_R2.fastq.gz	fbc0c144765ad07b8e19ff1c6079175a
KONZ_024-M-20170710-COMP-DNA1	HVC57BGX5	Plate41WellH8	BMI_HVC57BGX5_Plate41WellH8_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate41WellH8_R2.fastq.gz	8bda3e70d53af6d36238639ecdd046ed
KONZ_024-M-20170710-COMP-DNA1	HVC57BGX5	Plate41WellH8	BMI_HVC57BGX5_Plate41WellH8_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate41WellH8_R1.fastq.gz	aa1f96255717eab8113affcf2bda0683
KONZ_004-M-20170710-COMP-DNA1	HVC57BGX5	Plate41WellH6	BMI_HVC57BGX5_Plate41WellH6_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate41WellH6_R2.fastq.gz	d7a0243b61a0dbfbad2e4375357cb240
KONZ_004-M-20170710-COMP-DNA1	HVC57BGX5	Plate41WellH6	BMI_HVC57BGX5_Plate41WellH6_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate41WellH6_R1.fastq.gz	d9001c686452385060893f6364baebac
KONZ_043-M-20170711-COMP-DNA1	HVC57BGX5	Plate41WellH10	BMI_HVC57BGX5_Plate41WellH10_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate41WellH10_R2.fastq.gz	8060cb8f3eefbc17643ea24022d5179d
KONZ_043-M-20170711-COMP-DNA1	HVC57BGX5	Plate41WellH10	BMI_HVC57BGX5_Plate41WellH10_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate41WellH10_R1.fastq.gz	8aa142db1244899060484532973e68f0
KONZ_042-M-20170712-COMP-DNA1	HVC57BGX5	Plate41WellH9	BMI_HVC57BGX5_Plate41WellH9_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate41WellH9_R2.fastq.gz	94cb5b77ed112ac5ed5cbff1c55db7ff
KONZ_042-M-20170712-COMP-DNA1	HVC57BGX5	Plate41WellH9	BMI_HVC57BGX5_Plate41WellH9_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate41WellH9_R1.fastq.gz	2422e13b981121a081d8c68a6e118bd2
KONZ_045-M-20170712-COMP-DNA1	HVC57BGX5	Plate41WellH11	BMI_HVC57BGX5_Plate41WellH11_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate41WellH11_R2.fastq.gz	bfe03aa5fce2eb68dafa8e432d3aec05
KONZ_045-M-20170712-COMP-DNA1	HVC57BGX5	Plate41WellH11	BMI_HVC57BGX5_Plate41WellH11_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate41WellH11_R1.fastq.gz	3dfd29521703850ca18a118ec6c2f5db
UKFS_005-M-20170731-COMP-DNA1	HVC57BGX5	Plate42WellA6	BMI_HVC57BGX5_Plate42WellA6_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate42WellA6_R1.fastq.gz	7de6369b7f7601e4464110436941cb63
UKFS_005-M-20170731-COMP-DNA1	HVC57BGX5	Plate42WellA6	BMI_HVC57BGX5_Plate42WellA6_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate42WellA6_R2.fastq.gz	908e7c7f5e39670eedd2ff43141d6b32
UKFS_003-M-20170731-COMP-DNA1	HVC57BGX5	Plate42WellA4	BMI_HVC57BGX5_Plate42WellA4_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R2/BMI_HVC57BGX5_Plate42WellA4_R2.fastq.gz	68b65049830ec4443ab922760e0cee70
UKFS_003-M-20170731-COMP-DNA1	HVC57BGX5	Plate42WellA4	BMI_HVC57BGX5_Plate42WellA4_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2023/BMI_HVC57BGX5_mms_R1/BMI_HVC57BGX5_Plate42WellA4_R1.fastq.gz	4e2b6fb818e26d55ac85c9e8e87f0637
